Country (Name),ASFIS species (Name),FAO major fishing area (Name),Environment (Name),Unit (Name),Unit,[1950],S,[1951],S,[1952],S,[1953],S,[1954],S,[1955],S,[1956],S,[1957],S,[1958],S,[1959],S,[1960],S,[1961],S,[1962],S,[1963],S,[1964],S,[1965],S,[1966],S,[1967],S,[1968],S,[1969],S,[1970],S,[1971],S,[1972],S,[1973],S,[1974],S,[1975],S,[1976],S,[1977],S,[1978],S,[1979],S,[1980],S,[1981],S,[1982],S,[1983],S,[1984],S,[1985],S,[1986],S,[1987],S,[1988],S,[1989],S,[1990],S,[1991],S,[1992],S,[1993],S,[1994],S,[1995],S,[1996],S,[1997],S,[1998],S,[1999],S,[2000],S,[2001],S,[2002],S,[2003],S,[2004],S,[2005],S,[2006],S,[2007],S,[2008],S,[2009],S,[2010],S,[2011],S,[2012],S,[2013],S,[2014],S,[2015],S,[2016],S,[2017],S,[2018],S,[2019],S,[2020],S,[2021],S
Thailand,Marine Fish NEI,All,Brackishwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,10,,0,,1,,0,,0,,0,,11,,37,,60,,243,,175,,160,E,15,,5,,0,...,201,,16,,19,,4,,12,
Thailand,Molluscs excl. Cephalopods,All,Brackishwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,20,E,20,E,30,E,30,E,10,E,5,E,5,E,5,E,2,E,2,E,2,E,2,E,2,E,2,E,2,E,2,E,2,E
Thailand,Molluscs excl. Cephalopods,All,Marine,Tonnes - live weight,TLW,19590,E,18310,E,19930,E,20950,E,21970,E,21490,E,22320,E,23640,E,21560,E,22880,E,23300,E,32220,E,31740,E,30060,E,30180,E,30100,E,39120,E,40240,E,48560,E,55280,,59180,,65490,E,29000,E,20220,E,19640,E,52877,,92477,,114547,,81026,,77635,,49312,,67079,,27595,,37948,,45188,,42158,,24515,,35859,,58521,,72936,,73100,,66345,,40613,,66350,,61168,,92833,,80183,,66408,,106128,,158238,,147972,,244948,,382919,,357944,,358758,,346636,,314116,,306571,,285739,,301789,,270628,,186729,,185860,,216839,,183568.86,,194405,,197201,,98256,,78203,,88973,,119001,,98910,
Timor-Leste,Aquatic Plants,All,Marine,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,370,E,400,E,450,E,1500,E,300,E,400,E,1100,E,800,E,550,E,600,E,750,E,700,E,700,E,700,E,700,E
Timor-Leste,Crustaceans,All,Brackishwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1,E,1,E,1,E,1,E,1,E,1,E,1,E,1,E,1,E,2,E,2,E,10,E,12,E,14,E,14,E
Timor-Leste,Freshwater and Diadromous Fish,All,Brackishwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1,E,2,E,3,E,4,,5,E,5,E,5,E,5,E,5,E,5,E,5,E,5,E,5,E,5,E,5,E,5,E,5,E,15,E
Timor-Leste,Freshwater and Diadromous Fish,All,Freshwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,14,E,20,E,20,E,27,E,73,E,75,E,88,E,88,E,103,E,123,E,143,E,215,E,216,E,236,E,266,E,301,E,341,E,362,E
Togo,Freshwater and Diadromous Fish,All,Freshwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,40,,30,,14,,14,,14,,14,,22,,22,,150,,150,,150,,20,,21,,20,,25,,20,E,20,E,20,E,30,E,30,E,35,E,50,E,50,E,50,E,107,,107,,100,,20,E,20,,23,,25,,58,,98,,132,,290,,1000,,730,,882,
Tonga,Aquatic Plants,All,Brackishwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,50,E,50,,50,,50,,30,,80,,0,N,0,...,0,N,0,,0,,0,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Tonga,Aquatic Plants,All,Marine,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,300,E,300,E,300,E,300,E,300,E,132,,87,,54,,21,,70,E,80,E,90,E,105.2,E,100,E
Tonga,Freshwater and Diadromous Fish,All,Brackishwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,14,,19,,14,,20,,0,N,0,N,0,N,0,,0,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Tonga,Molluscs excl. Cephalopods,All,Marine,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,6,,4,,13,,1,,3,,2,,3,,1,,5,,5.5,E,2.61,E,0.2,E,0.3,E,0.3,E,0,...,0.04,E,0.31,E,3.4,E,0.03,,0,...,0,...,0,...,0,...,0,...
Trinidad and Tobago,Crustaceans,All,Freshwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0.5,E,0.5,E,0.5,E,0.5,E,0.5,E,0.5,E,0.5,E,0.25,,0.25,,0.25,,0.25,,0,N,0,N,0,,0,,0,...,0,...,0,
Trinidad and Tobago,Freshwater and Diadromous Fish,All,Freshwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2,E,2,E,3,,3,E,4,E,4,E,15,E,15,E,13,E,13,E,13,,22,,7,,7,E,7,E,25,E,25,E,25,E,18.8,,12.19,,26.86,,13,,5.5,,6.3,,7.3,,5.2,,23.8,,11.1,,7.45,,7.45,,54,,4.2,,18.2,
Tunisia,Aquatic Plants,All,Freshwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,35,,70,,70,E,140,,70,,90,
Tunisia,Aquatic Plants,All,Marine,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,50,,20,,30,
Tunisia,Cephalopods,All,Marine,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,27,,20,E,0,N,0,N,0,N,0,N,0,N,0,N,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...,0,...,0,...,0,...
Tunisia,Crustaceans,All,Brackishwater,Tonnes - live weight,TLW,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,,1.2,,1.2,,0,...,0,...
Tunisia,Crustaceans,All,Marine,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,3,,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...,0,...,0,...,0,...
Tunisia,Demersal Marine Fish,All,Brackishwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,4,E,10,E,17,,25,,60,,72,,565,,430,E,374,,316,,312,,474,,610,,393,,509,,800,,833,,279,,613,,909,,1002,,985,,1144,,1209,,1140,,1583,,175,,173,,975,,1172,,982,,1142,,815,,556,,1532,,231,,300,,406,,109,,251.03,
Tunisia,Demersal Marine Fish,All,Freshwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,5,E,42,E,20,E,5,E,42,E,139,,170,E,203,,175,,295,,485,,254,,209,,295,,395,,302,,314,,360,,351,,361,,379,,365,,388,,354,,262,,275,,315,,269,,363,,217,,466,,251,,247,,268,,265,
Tunisia,Demersal Marine Fish,All,Marine,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,91,,90,E,138,,1,E,1,E,0,N,0,N,0,N,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1720,,2803,,2787,,5844,,6289,,9302,,9179,,12462,,14682,,20100,,20461,,21272,,21106,,23361.57,
Tunisia,Freshwater and Diadromous Fish,All,Freshwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,144,,0,...,151,,0,...,277,,264,,407,,525,,644,,599,,539,,518,,567,,545,,698,,710,,725,,705,,752,,816,,790,,617,,695,,683,,765,,842,,794,,894,,560,,628,,656.1,,654.59,
Tunisia,Freshwater and Diadromous Fish,All,Marine,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2,E,9,E,17,E,25,E,33,E,41,E,50,E,58,E,66,E,0,N,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Tunisia,Marine Fish NEI,All,Marine,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,197,,170,E,30,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...,0,...,0,...,0,...
Tunisia,Molluscs excl. Cephalopods,All,Brackishwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,3,E,8,E,15,E,22,E,55,E,84,E,99,,122,,122,,135,,386,,370,E,172,,133,,50,,130,,46,,128,,140,,65,,111,,8,,106,,46,,104,,90,,62,,120,,179,,484,,129,,160,,168,,161,,115,,113,,156,,162,,115,,167,,183,,169,,63,,107,
Tunisia,Molluscs excl. Cephalopods,All,Marine,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,10,,7,,10,E,20,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Tunisia,Pelagic Marine Fish,All,Brackishwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,29,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Tunisia,Pelagic Marine Fish,All,Marine,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,152,,44,,213,,450,,511,,611,,380,,373,,350,,841,,380,,479,,199,,218,,0,...,0,...,0,...,1194,,1318,
Turkmenistan,Freshwater and Diadromous Fish,All,Freshwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1950,,2163,,2125,,1669,,307,,605,,559,,73,,68,,43,,38,,24,,16,,26,E,26,E,26,E,26,E,26,E,26,E,26,E,26,E,30,E,50,E,50,E,75,E,80,E,120,E,140,E,150,E,160,E
Turks and Caicos Is.,Crustaceans,All,Marine,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Turks and Caicos Is.,Molluscs excl. Cephalopods,All,Marine,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,360,,100,E,10,E,5,E,2,,2,,1,,1,E,5,E,3,E,4,E,4,E,10,E,15,E,20,E,30,,25,,4,,4,,4,,0,N,0,N,0.2,,0.5,E,0.5,E,0.5,E,0.5,E,0.5,E,0.5,E,0.5,E,0.5,E,0.5,E,0,,0,,0,
Tuvalu,Freshwater and Diadromous Fish,All,Marine,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,5,,1,,1,,1,E,1,E,0,...,2.5,,2.5,,2.5,,2.5,E,2.5,E,2.5,E,2.5,E,2.5,E,2.5,E,2.5,E,2.5,E,1,E,1,E
Türkiye,Aquatic Animals NEI,All,Freshwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,50,,43,,44,,43,,49,,43,,39,,49,
Türkiye,Crustaceans,All,Brackishwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,40,,270,,300,,270,,30,,27,,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Türkiye,Crustaceans,All,Marine,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,4,
Türkiye,Demersal Marine Fish,All,Freshwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,5,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Türkiye,Demersal Marine Fish,All,Marine,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,35,,95,,135,,850,,1134,,1787,,1845,,4220,,8299,,7620,,11530,,13800,,18810,,23000,,33337,,28485,,26020,,37717,,46732,,65824,,66871,,75400,,80940,,74916,,78953,,79200,,97619,,105188.9,,120148,,130294,,141915,,162249,,195282,,240743,,266111,,294549,
Türkiye,Freshwater and Diadromous Fish,All,Freshwater,Tonnes - live weight,TLW,0,...,0,...,0,N,0,N,10,E,10,E,20,E,30,E,40,E,50,E,60,E,80,E,100,E,120,E,150,E,180,E,220,E,250,E,310,E,350,E,400,E,470,E,530,E,600,E,680,E,770,E,860,E,970,E,1090,E,1220,E,1370,E,1540,E,1740,E,1970,E,2226,,2700,,3040,,3205,,3965,,3504,,4348,,4543,,6555,,7392,,7265,,13113,,17960,,27300,,33290,,37770,,43385,,37514,,34297,,40217,,44115,,48604,,56694,,59033,,66557,,76248,,78568,,100446,,111557,,123018.5,,108189,,101412,,101557,,103967,,105118,,116383,,128197,,135993,
Türkiye,Freshwater and Diadromous Fish,All,Marine,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,300,,1500,,680,,791,,434,,654,,1523,,2050,,2330,,1700,,1961,,1240,,846,,1194,,1650,,1249,,1633,,2740,,2721,,5229,,7079,,7697,,3234,,5186.2,,5610,,6872,,5716,,5952,,9610,,9692,,18689,,31554,
Türkiye,Marine Fish NEI,All,Marine,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2000,,2200,,1600,,1772,,2247,,2201,,1442,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Türkiye,Molluscs excl. Cephalopods,All,Marine,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,35,,0,,180,,1918,,2000,,2000,,500,,321,,5,,2,,815,,1513,,1500,,1545,,1100,,196,,89,,340,,5,,0,...,0,...,0,...,3,,329,,489,,907,,4168,,4037,,4585,
