Reporting country (Name),Commodity (Name),Trade flow (Name),Unit (Name),Unit,[1976],S,[1977],S,[1978],S,[1979],S,[1980],S,[1981],S,[1982],S,[1983],S,[1984],S,[1985],S,[1986],S,[1987],S,[1988],S,[1989],S,[1990],S,[1991],S,[1992],S,[1993],S,[1994],S,[1995],S,[1996],S,[1997],S,[1998],S,[1999],S,[2000],S,[2001],S,[2002],S,[2003],S,[2004],S,[2005],S,[2006],S,[2007],S,[2008],S,[2009],S,[2010],S,[2011],S,[2012],S,[2013],S,[2014],S,[2015],S,[2016],S,[2017],S,[2018],S,[2019],S,[2020],S,[2021],S
Libya,All,Exports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,632,E,1480,E,0,...,0,...,0,...,260,E,520,E,330,E,380,E,22710,,23100,E,25000,E,31260,,32000,E,6369,E,6932,E,8870,E,5397,E,12462,E,8557,E,11230,E,10617,E,12023,E,14631,E,7647,E,8987,E,7685,E,5533,E,6582,E,4076,E,8959,E,10812,E,14322,E,17199,E,40366.71,,80733.42,,37435.13,,21977.25,,12877.61,E,22865.36,E
Libya,All,Imports,Value (USD 1000),USD (1000),3922,,838,,17180,,21497,,35345,,27965,,18498,,15335,E,18970,E,12000,E,7605,,11118,,20628,,25033,,15505,,39504,,30305,E,19520,E,10593,E,14379,E,13734,E,10852,E,12284,E,12785,E,9100,E,9612,E,9752,E,6931,,7677,,20093,E,33416,E,33137,,35543,,39634,,70795,,81395,E,146883,E,151333,E,161805,E,144150,E,156576.63,,324704.22,,194558.77,,216794.29,,184216.26,E,143334.88,E
Lithuania,All,Exports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,8444,,5585,E,19336,,39565,,60094,,68740,,52405,,33534,,34013,,61147,,77906,,115948,,137707,,189219,,210248,,254741,,285395,,326850,,380178,,414542,,387102,,458991,,558647,,520918,,583701,,647165,,682843,,706370.27,,687261,,719950.66,
Lithuania,All,Imports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,952,,6292,E,27210,,31067,,71188,,72536,,62508,,50016,,56199,,92244,,88935,,113601,,127716,,179176,,188928,,237931,,289548,,297265,,350886,,358448,,365310,,439357,,511753,,447501,,539026,,573406,,641894,,609211.12,,587187.42,,632574.18,
Luxembourg,All,Exports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,22516,,18188,,23990,,22152,,19873,,15511,,15274,,13259,,17550,,18806,,19379,,18968,,14940,,16511,,17987,,13978,,14762,,16849,,18944,,17228.85,,14101.16,,16446.17,
Luxembourg,All,Imports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,65506,,62860,,63165,,77282,,80115,,77052,,83660,,88461,,101260,,98358,,100945,,111712,,109000,,115549,,126938,,108849,,117838,,123163,,139468,,130621.07,,128154.72,,140865.98,
Madagascar,All,Exports,Value (USD 1000),USD (1000),12935,,18532,,13835,,17333,,18551,,16817,,21531,,23975,,23106,,22681,,25940,,44169,,36336,,37050,,46191,,49415,,52767,,68339,,104661,,93161,,100682,,77222,,55046,E,39630,E,38075,,127809,,152828,,86152,,73499,,132840,,162275,,186358,,160537,,116874,,114686,,159905,,112552,,130964,,158831,,113017,,136045,,177070,,151313,,153074.5,,140635.16,,131369,
Madagascar,All,Imports,Value (USD 1000),USD (1000),218,,428,,48,,136,,241,,368,,90,,157,,132,,462,,298,,227,,558,,463,,345,,405,,8681,,7323,,6519,,8570,,5345,,14084,E,15744,E,11654,E,6745,E,8631,E,13651,E,16819,E,14190,E,18791,,33727,,58881,,28093,,19079,,28151,,44501,,36085,,41977,,36622,,21878,,20645,,27478,,16393,,28239.23,,17924.75,,34347.8,
Madagascar,All,Reexports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,4804,,1010,,1228,,619,,116,,36,,473,,310,,3160,,1636,,1536,,2207,,4802,,1217,,2872.35,,160,E,150,E
Malawi,All,Exports,Value (USD 1000),USD (1000),967,,1158,,940,,1027,,2881,,1858,,1265,,902,,409,,379,,300,,433,,393,,346,E,428,,366,,214,,227,,349,,257,,424,,294,,105,,193,,143,,71,,122,,560,,733,,357,,1554,,259,,294,,198,,276,,451,,270,,254,,156,,136,E,209,,239,,336.58,,478.63,,202.74,,389.14,
Malawi,All,Imports,Value (USD 1000),USD (1000),391,,278,,571,,442,,453,,432,,627,,688,,251,,333,,149,,213,,635,,748,,1345,,1403,,1272,,687,,1031,,627,,368,,921,,357,,671,,585,,392,,305,,714,,1017,,480,,1384,,1208,,1765,,2738,,2045,,1757,,1489,,2242,,2826,E,2622,,3094,,4119,,4574.36,,4963.65,,6396.84,,5991.79,
Malawi,All,Reexports,Value (USD 1000),USD (1000),5,,0,...,0,...,1,,5,,0,...,3,,0,...,1,,29,,0,...,0,...,0,...,0,...,5,,18,,5,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Malaysia,All,Exports,Value (USD 1000),USD (1000),106819,,83330,,103875,,167539,,126824,,129754,,118276,,104248,,105552,,106657,,132547,,191261,,191242,,210212,,230108,,265954,,295782,,307216,,325540,,335809,,328695,,338437,,187554,,184012,,200469,,220126,,381983,,256197,,573238,,619653,,624015,,738535,,770273,,657479,,827565,,916456,,846169,,801685,,866068,,688314,,712732,,720262,,764999,,900445.79,,863746.18,,909511.87,
Malaysia,All,Imports,Value (USD 1000),USD (1000),38570,,43811,,54055,,67786,,71455,,80684,,99990,,88281,,123243,,110946,,126598,,157503,,143508,,164966,,146747,,171234,,245373,,266059,,309725,,333743,,349325,,351539,,234019,,270471,,307340,,336705,,400345,,377504,,538112,,530863,,580337,,644881,,594255,,683818,,790291,,998720,,1071037,,1070213,,1134550,,948710,,955990,,1003884,,1066537,,1154374.47,,1122053.09,,1349744.49,
Malaysia,All,Reexports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,125251,,118848,,153268,,137083,,0,...,182600,,14533,,18492,,17379,,17023,,26874,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Maldives,All,Exports,Value (USD 1000),USD (1000),2832,,3236,,3860,,4365,,6857,,6997,,6150,,6579,,10397,,15453,,15777,,17693,,30158,,33873,,37843,,36969,,31521,,28707,,36503,,36770,,48928,,56405,,56732,,38943,,40923,,43975,,55987,,76471,,90255,,102531,,133598,,106030,,124346,,74859,,71343,,118325,,158645,,138986,,141554,,140428,,137568,,196178,,178386,,154348.05,,171462.38,E,144092.05,
Maldives,All,Imports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,373,E,0,...,2533,,2955,,3336,,4297,,3235,,5802,,8626,,8687,,8394,,11252,,16992,,20117,,23769,,27611,,26119,,27722,,32086,,30699,,34483.47,,31393.97,E,27492.25,
Mali,All,Exports,Value (USD 1000),USD (1000),1920,,1800,,1290,,924,,1990,,2079,E,1963,,754,,626,,879,,1383,,255,,1053,,1103,,721,,735,,550,,514,,370,E,412,E,3715,,191,,388,E,488,E,422,E,259,,200,,92,,115,,62,,281,,926,,130,,165,E,87,,251,,60,,155,E,335,E,319,E,500,,311,,384.4,,546.03,,416.37,E,735.06,E
Mali,All,Imports,Value (USD 1000),USD (1000),272,,303,,381,,222,,387,,0,...,1253,,180,,408,,1336,,3019,,5097,,1900,E,1770,E,3461,,2670,E,2490,E,3700,E,758,E,1651,E,835,,2175,,1862,,2886,,1747,,1193,,699,,2434,,3474,,5255,,6513,,6852,,7875,,9721,E,11696,,11166,,11973,,13344,E,24976.05,E,21582,E,30510,,36475,,40342.99,,42706.36,,51728.94,E,68049.33,E
Mali,All,Reexports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,3,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Malta,All,Exports,Value (USD 1000),USD (1000),12,,0,...,0,...,0,...,238,,238,,274,,254,,1388,,3627,,140,,475,,369,,405,,458,,1008,,1802,,5910,,6509,,2615,,5364,,6118,,5710,,6409,,7708,,13205,,40937,,36275,,17128,,11771,,64421,,49822,,93992,,20608,,89256,,77525,,104426,,139568,,130017,,132857,,176378,,156942,,176979,,158037.82,,161926.25,,199814.03,
Malta,All,Imports,Value (USD 1000),USD (1000),2514,,3278,,4288,,4608,E,8542,,6416,,3919,,4565,,4912,,5693,,6237,,7529,,9406,,13909,,13941,,19362,,21189,,15639,,14606,,17552,,19225,,18785,,20646,,19605,,17158,,22981,,21148,,32092,,32035,,30414,,38398,,43748,,55010,,60630,,51052,,58224,,96420,,64269,,98907,,69966,,137028,,175959,,196120,,139891.36,,105677.95,,137332.13,
Malta,All,Reexports,Value (USD 1000),USD (1000),9,,2,,0,...,0,...,0,...,0,...,4,,0,...,9,,4,,0,...,6,,0,...,0,...,1928,,803,,277,,339,,0,...,0,...,0,...,374,,96,,162,,254,,417,,576,,152,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Marshall Islands,All,Exports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,73,,0,...,0,...,0,...,0,...,0,...,0,...,110,E,220,E,170,E,580,E,530,E,625,E,690,E,523,E,2893,E,1683,E,222,E,256,E,2703,E,8109,E,16273,E,16395,E,29130,E,30238,E,18022,E,27893,E,44800,E,45186,E,54056,E,89737,E,126846,E,120392,E,96552,E,72676,E,75213,E,82184,E,73021,E,90090.09,E,65435.51,E,71594.95,E
Marshall Islands,All,Imports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,60,E,335,,240,E,130,E,285,E,350,E,300,E,230,E,210,E,212,E,210,E,230,E,230,E,250,E,199,E,255,E,433,E,232,E,120,E,191,E,189,E,420,E,735,E,824,E,632,E,527,E,1047,E,2198,E,1726,E,2458,E,1921,E,5420,E,3747,E,5791,E,2686,E,2262,E,4037,E,5364,E,4040.26,E,10939.06,E,6468.97,E
Martinique,All,Exports,Value (USD 1000),USD (1000),0,...,48,,25,,123,,61,,103,,68,,102,,76,,173,,107,,157,,969,,217,,460,,238,,93,,261,,161,,169,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Martinique,All,Imports,Value (USD 1000),USD (1000),5987,,8296,,10714,,12864,,12299,,13979,,10581,,12725,,10050,,12839,,17242,,21625,,23893,,24327,,26257,,31096,,34199,,31406,,34245,,38680,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Mauritania,All,Exports,Value (USD 1000),USD (1000),14463,,16699,,19459,E,10257,E,11071,E,36003,E,34800,E,50962,E,55234,E,74762,E,133964,E,133622,E,115399,E,137344,E,120337,E,111352,E,101198,E,97292,E,99916,E,160097,E,175000,E,124131,E,128800,,95607,E,87190,,91302,,95916,,107103,,114437,,124305,E,130981,E,154617,,143340,,136302,E,209004,E,313120,,386053,,353003,,464593,,650922,,608975,,828183,,1099266.13,,1139780.84,,760155.17,,846558,
Mauritania,All,Imports,Value (USD 1000),USD (1000),123,,0,...,0,...,0,...,66,,0,...,300,,131,,621,,400,E,270,E,160,E,250,E,455,,480,E,700,,446,,786,,910,E,1039,E,1068,E,2532,E,1011,E,594,E,29,,29,,57,,61,,24,,260,,171,,161,,191,,430,,827,,722,,737,,958,,1350,,1059.44,,1749,,1189,,786.47,,661.1,,2030.18,,3259.12,
Mauritius,All,Exports,Value (USD 1000),USD (1000),2827,,4814,,5227,,4049,,5468,,6774,,5842,,6637,,8016,,9905,,10055,,10703,,16190,,14470,,10772,,20217,,20106,,23108,,30392,,38141,,42190,,45416,,42795,,38559,,36659,,63193,,68414,,75027,,84202,,109424,,160250,,196799,,214987,,217495,,259046,,278001,,348678,,385284,,369769,,289374,,300198,,450648,,471267,,417154.95,,354773.65,,318791.13,
Mauritius,All,Imports,Value (USD 1000),USD (1000),5203,,8025,,11149,,10286,,11648,,11757,,8542,,7260,,7158,,6689,,8011,,7436,,7978,,11302,,18046,,15851,,31371,,20172,,29939,,40142,,44168,,44852,,47454,,32829,,41885,,53485,,129642,,93759,,117233,,146111,,214748,,229956,,306052,,240627,,238068,,305504,,398377,,395572,,354144,,276991,,330525,,389894,,327032,,299953.25,,253241.06,,212385.41,
Mauritius,All,Reexports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,427,,0,...,0,...,0,...,0,...,0,...,68224,,35484,,37943,,54864,,65903,,67670,,67985,,70907,,79878,,70540,,91461,,119842,,117988,,129245,,129770,,0,...,0,...,0,...,0,...,0,...
Mayotte,All,Exports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,6,,5,,2,,0,...,0,...,3,E,0,...,0,...,0,...,10,,165,,681,,1057,,827,,690,,851,,837,,868,,748,,741,E,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Mayotte,All,Imports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,99,E,158,E,488,E,50,E,0,...,1078,,1498,,1790,,2154,,2156,,2480,,3046,,3101,,4666,,3415,,2785,E,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Mexico,All,Exports,Value (USD 1000),USD (1000),205220,,192663,,490404,,429363,,580038,,494479,,472472,,410599,,437371,,378299,,457308,,569639,,439194,,494995,,363880,,401349,,320669,,435701,,482984,,710733,,740980,,828510,,721810,,655274,,710620,,673430,,607786,,638192,,634779,,624098,,731619,,831043,,833536,,807350,,773770,,1122897,,1082599,,1093115,,1171429,,1054073,,1035726,,1298053,,1468076,,1394570.45,,1225125.18,,1450370.17,
Mexico,All,Imports,Value (USD 1000),USD (1000),12517,,10023,,24263,,34599,,35214,,33866,,27566,,3672,,8792,,11290,,5981,,6277,,37914,,46275,,63098,,53881,,74129,,128454,,159690,,90936,,83544,,115729,,102088,,131431,,149985,,173830,,190765,,228918,,310271,,365518,,447318,,549476,,598756,,393350,,539852,,641667,,677155,,803372,,955754,,807179,,837914,,938190,,927069,,830692.06,,698172.21,,1052737.07,
Micronesia (Fed. States),All,Exports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,17443,,25005,,30049,E,34160,E,12281,E,9631,E,18202,E,21731,E,18027,E,27181,E,27098,E,26291,E,28062,E,29347,E,25060,E,10151,E,20979,E,26724,E,24345,E,28159,E,39395,E,63866,E,36347,E,54945,E,67900,E,54233,E,85523,E,115687,E,125506.66,E,126631.24,E,173689.89,E
Micronesia (Fed. States),All,Imports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,933,,1718,,1474,,1261,,2526,,6209,,4172,E,6465,E,3919,E,4825,E,2538,E,3280,E,2265,E,2157,E,2462,E,3297,E,3823,E,2666,E,1907,E,1946,E,3145,E,4049,E,5238,E,7961,E,15424,E,13194,E,9187,E,7891,E,5457,E,4861,E,8914,E,8118.19,E,7016.05,E,6551.2,E
"Moldova, Republic of",All,Exports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,194,,88,,88,,33,,0,...,2,,5,,15,,440,,0,...,0,N,41,,3,,7,,6,,7,,8,,5,,52,,0,N,0,N,0,N,13,,17,,9,,14.33,,13.57,,40.99,
"Moldova, Republic of",All,Imports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2569,,6594,,13197,,11409,,9104,,2832,,3578,,8512,,9726,,9021,,13533,,18892,,22984,,32243,,49687,,39922,,42669,,48015,,53323,,56004,,53560,,39360,,45487,,49092,,54105,,60264.02,,62273.5,,78183.92,
"Moldova, Republic of",All,Reexports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,89,,471,,1731,,163,,381,,6,,0,...,0,...,0,...,43,,51,,15,,33,,14,,172,,27,,0,...,0,...,16,,93,,64,,9,,23,,20,,39.74,,56.35,,0.37,
Mongolia,All,Exports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,183,E,136,,90,,230,,265,,222,,76,,147,,162,,95,,249,,231,,118,,89,E,70,E,205,E,193,E,216,E,75,,109,,134,,48,,86,E,12,,21.98,,50.92,,0.1,E
Mongolia,All,Imports,Value (USD 1000),USD (1000),1800,,660,,1290,,1497,,1408,,1144,,903,,1040,,1310,,1150,E,2040,E,2480,E,2400,E,2140,E,2370,E,0,...,0,...,20,E,0,...,55,,52,,241,,104,,96,,239,,357,,534,,346,,246,,333,,405,,786,,1209,E,1273,E,2832,E,4173,E,6381,E,5443,,3646,,3469,,3741,,3917,,5186,,7502.37,,7216.03,,11816.57,
Mongolia,All,Reexports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,16,,0,...,4,,0,...,0,...,0,...,0,...,0,...,0,...
Montenegro,All,Exports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,972,,846,,409,,1488,,631,,260,,41,,14,,44,,3,,109,,87,,65,,74.62,,135.47,,147.93,
Montenegro,All,Imports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,7802,,12473,,14947,,13222,,13106,,15064,,14445,,17282,,17615,,15273,,17954,,20938,,22453,,24492.25,,12918.72,,22855.86,
Montserrat,All,Exports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0.19,,0.05,E
Montserrat,All,Imports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,235,,245,,213,,212,,228,,206,,267,,334,,318,,362,,386,,325,,343,,372,,390,,343,,317.02,,401.77,,424.07,,919.96,,822.98,,968.37,,665.24,E
Montserrat,All,Reexports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0.07,,0,...,0,...,0,...,0,...,0.06,,0,...
Morocco,All,Exports,Value (USD 1000),USD (1000),80045,,70882,,90160,,107947,,118642,,192669,,154568,,198995,,203894,,220235,,306724,,356577,,415703,,421568,,522700,,608946,,554738,,538833,,638009,,806377,,765652,,705521,,764351,,774979,,976427,,874408,,964134,,1014499,,831813,,1094479,,1266340,,1410329,,1728515,,1578773,,1518011,,1461548,,1767536,,1867981,,2038349,,2005351,,2170107,,2268179,,2358896,,2287591.99,,2369562.87,,2839585.56,
Morocco,All,Imports,Value (USD 1000),USD (1000),111,,128,,80,,73,,80,,51,,68,,38,,246,,93,,833,,1339,,2335,,3707,,6722,,4630,,5993,,9899,,9351,,8492,,8065,,12802,,14749,,10951,,9871,,9704,,13407,,21604,,33087,,36340,,61272,,62109,,72882,,92378,,120673,,150651,,143670,,164774,,211209,,185691,,170198,,177308,,245598,,236803.5,,190036.98,,283813.12,
Mozambique,All,Exports,Value (USD 1000),USD (1000),12434,,9613,,12150,,15400,,20592,,52449,,38524,,31200,,28264,,33402,,34423,,38243,,39867,,32575,,50629,,63240,,66453,,70802,,68763,,65110,,86343,,84315,,91256,E,75006,,99889,,99716,,122840,,96018,,100469,,85036,,96698,,70190,,76913,,66626,,56802,,51857,,27456,,43809,,61530,,38562,,46368,,42409,,72421,,68432.47,,50357.57,,58580.4,
Mozambique,All,Imports,Value (USD 1000),USD (1000),3876,,1950,E,3730,E,5094,,4216,,3576,,5950,E,9315,E,7810,E,6620,E,9922,,14926,,14000,E,9365,E,9635,E,11140,E,10500,E,10266,E,2249,,2023,E,1623,,3919,,2483,E,4758,E,9403,,8559,,10992,,33391,,28918,,33561,,31781,,26693,,38898,,39820,,35486,,58264,,50371,,94399,,92688,,85836,,61863,,74043,,78909,,52898.47,E,81916.45,,101930.6,
Myanmar,All,Exports,Value (USD 1000),USD (1000),2470,,3033,,4425,E,7323,E,10020,,11015,,14808,,17343,,8225,,8463,,12502,E,3033,E,11764,,9844,,15689,E,12893,E,12966,E,51000,E,69738,,120600,,114405,,163000,,167090,,201328,,183707,,218291,,251534,,317382,,318514,,456919,,382951,,376315,,560568,,483230,,495454,,555515,,654129,,652840,,536255,,482237,,561826,,696302,,776035.72,,806804.14,,886346.63,,766667.37,
Myanmar,All,Imports,Value (USD 1000),USD (1000),2,E,2,E,8,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2395,E,3374,E,3125,E,2935,E,4018,E,4900,E,3540,E,1179,E,739,E,1089,E,742,E,1389,,642,E,1685,E,2789,E,3186,E,2533,E,2914,E,5189,E,6376,E,10996,E,13666,E,13505,E,10944,E,15187,E,10563,,9147,,9724,,11704,,10433.53,,17498.5,,9451.7,
Myanmar,All,Reexports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,5360.36,,0,...,0,...
Namibia,All,Exports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,54496,E,57882,E,313053,,329621,,198906,,247829,,386023,,291992,,283931,,330327,,291749,,334518,,361817,,376924,,458543,,502720,,576978,,715263,,783413,,772824,,758602,,784628,,724474,,620159,,643843,,747738,,772015,,689677.37,,646641.82,,758340.02,
Namibia,All,Imports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,7605,,11419,,13615,,5984,,24214,,13132,,9375,,9423,,19685,,22063,,20204,,35351,,39425,,56011,,51604,,49009,,40504,,46413,,49754,,41524,,59227,,48909,,57497,,52590.44,,53208.41,,59442.46,
Namibia,All,Reexports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,4649,,3067,,4113,,0,...,0,...,0,...,0,...
Nepal,All,Exports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,90,,171,,156,,108,,68,,35,,45,,0,...,0,...,39,,69,E,0,...,5,E,152,E,39,,71,E,28,E,3,E,16,,42,E,33,E,0,...,0,...,0,...,3,,5,,5,,14,,9,,5,,5,,10,,21,,17.9,,1.36,,0,...,6.75,
Nepal,All,Imports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,81,,102,,108,,214,,224,,110,,0,...,0,...,0,...,416,,581,E,512,E,620,E,206,E,254,,362,,353,E,364,E,481,,333,E,332,E,650,E,1072,E,1972,E,2986,,2745,,6522,,7934,,7944,,12899,,8548,,11128,,12956,,19337.09,,19941.9,,13972.54,,18514.19,
Netherlands (Kingdom of the),All,Exports,Value (USD 1000),USD (1000),267130,,318514,,401601,,507976,,529085,,515512,,507915,,515074,,505673,,549945,,775091,,962711,,959556,,1001982,,1317675,,1361016,,1410776,,1300608,,1442416,,1464034,,1488695,,1434646,,1373510,,1754731,,1351828,,1427251,,1812577,,2196412,,2468384,,2837525,,2827177,,3300086,,3414376,,3162079,,3231463,,3579226,,3481287,,3493042,,4062591,,3647941,,4219151,,5306274,,5669730,,5723789.23,,5577824.69,,6504217.91,
Netherlands (Kingdom of the),All,Imports,Value (USD 1000),USD (1000),200825,,258660,,317250,,370038,,390649,,331578,,310975,,273828,,289215,,309415,,389314,,511041,,579781,,615944,,770793,,868946,,890389,,793869,,1020389,,1200293,,1148335,,1114143,,1238887,,1314307,,1172233,,1238817,,1343724,,1712736,,1850165,,2093559,,2296876,,2629196,,2940671,,2792668,,2810201,,3305452,,3199207,,3208476,,3698793,,3071269,,3341043,,4310968,,4535928,,4519986.28,,4613033.94,,5166017.15,
